ML_Model,FeatureSet,Horizon_Days,Symbol,Baseline_RMSE,News_RMSE,News_Answers_RMSE
Elastic Net,Advanced,1,SBUX,1.4272500661469671,1.4145102007053245,1.3924192723609616
Elastic Net,Advanced,1,STLD,5.712785965761211,5.750366813385482,5.720019228766763
Elastic Net,Advanced,1,SW,1.6686754864174034,1.6658404304723007,1.6270706094013445
Elastic Net,Advanced,1,T,0.4211713416621985,0.4365632267030339,0.4295245213051693
Elastic Net,Advanced,1,TGT,2.994305768758192,3.0060532138652456,3.030544685928091
Elastic Net,Advanced,1,TPR,27.172956441257917,26.872380399657175,26.752062516673945
Elastic Net,Advanced,1,TSLA,124.58610644680023,124.62607383901569,123.96560861315405
Elastic Net,Advanced,1,TTWO,5.514885065620009,5.395030108285745,5.302604830242056
Elastic Net,Advanced,1,V,6.566031637611727,6.802882323302358,7.68517430223156
Elastic Net,Advanced,1,VMC,5.463460035295259,5.530709664037714,5.552084765631884
Elastic Net,Advanced,1,VST,4.532690044634247,4.587325550128252,4.732946064579463
Elastic Net,Advanced,1,VTR,7.298638362461619,7.082696962029874,7.0541015888606
Elastic Net,Advanced,1,WBD,0.3469736729892365,0.36050842760580865,0.3637075352493189
Elastic Net,Advanced,1,WDAY,9.45625162413057,9.481297560034207,9.573195389655416
Elastic Net,Advanced,1,WDC,29.8232596676256,29.667501835995303,29.552844101893168
Elastic Net,Advanced,1,WEC,1.227257657463798,1.2877186205101006,1.2928853407395582
Elastic Net,Advanced,1,WELL,3.3971571674760197,3.3920511441270986,3.382978054891481
Elastic Net,Advanced,1,WFC,1.0594233192676967,1.0905676801915898,1.1492111685148154
Elastic Net,Advanced,1,WMB,1.3347747919189759,1.3503001142955764,1.3727540711144737
Elastic Net,Advanced,1,WMT,1.4733016627289584,1.5099554531388908,1.527844802033467
Elastic Net,Advanced,1,WY,1.9089140302413226,1.9529689230092713,1.9356337207122762
Elastic Net,Advanced,1,XEL,0.8372549577483048,0.9849721203833279,1.046127539278766
Elastic Net,Advanced,1,XYL,2.2647296135639,2.2484184960399523,2.2217619518059757
Elastic Net,Advanced,3,AAPL,29.313806730395672,29.201875693819904,29.74392458596411
Elastic Net,Advanced,3,ABNB,33.75173930897041,34.40113943568686,34.355550366338996
Elastic Net,Advanced,3,ACN,12.069979323734938,12.339695697929407,12.57356762667602
Elastic Net,Advanced,3,ADBE,15.242891173986683,14.975080836237494,14.732324912463355
Elastic Net,Advanced,3,AEP,29.164128659224847,29.16498003512047,29.327168425342222
Elastic Net,Advanced,3,AES,2.16649125500158,2.1692918690472918,2.184902664527126
Elastic Net,Advanced,3,AFL,5.781761755036939,5.401786671277889,5.344849484011086
Elastic Net,Advanced,3,AIG,2.240788344641672,2.2685972404774826,2.302604963015093
Elastic Net,Advanced,3,AMZN,15.722716793960489,15.834959732699009,15.805749145531987
Elastic Net,Advanced,3,AOS,2.0813099611733517,2.1367254659946195,2.1251868895642163
Elastic Net,Advanced,3,APA,4.227595902266081,4.166009193329522,4.173573100022374
Elastic Net,Advanced,3,APD,6.716511729348736,8.773079047002698,9.151949849655301
Elastic Net,Advanced,3,APO,6.346856581640132,6.8324667468003915,6.958627074930785
Elastic Net,Advanced,3,AXP,8.736394610343394,9.339398492847995,9.909686343822305
Elastic Net,Advanced,3,BA,90.44956775552978,89.71552321946142,89.44847241103949
Elastic Net,Advanced,3,BKNG,9.644642430038099,9.62095891871485,9.792848434353314
Elastic Net,Advanced,3,BKR,2.4787691066811695,2.8792836149338994,2.9541731898489965
Elastic Net,Advanced,3,BR,17.198248805800777,17.40526699958819,17.563196565444976
Elastic Net,Advanced,3,CARR,2.97313750333159,3.0204747243358887,3.141099915481256
Elastic Net,Advanced,3,CASY,35.14872924216304,33.521687561032124,33.119566238934794
Elastic Net,Advanced,3,CAT,178.58739026792904,175.82541625551931,173.19414669441423
Elastic Net,Advanced,3,CBRE,24.164372252994834,23.668483042978536,23.518891389370108
Elastic Net,Advanced,3,CEG,687.148482796723,687.3361122759056,687.6756010458269
Elastic Net,Advanced,3,CHRW,13.71992581058815,13.728025316126292,13.94029701502163
Elastic Net,Advanced,3,CI,7.432847159285602,7.6159566162404495,7.627996699826796
Elastic Net,Advanced,3,CL,9.0280782999343,9.092241780183148,9.226981181952366
Elastic Net,Advanced,3,COO,2.4091384908932727,2.4817152426266977,2.482611537637214
Elastic Net,Advanced,3,COP,6.352326815367215,6.799419412956118,6.835755765642349
Elastic Net,Advanced,3,COST,48.72757100479234,50.05607429947544,51.53687160269371
Elastic Net,Advanced,3,CSCO,6.783747732991334,7.239611192961194,7.358481255146958
Elastic Net,Advanced,3,CSGP,2.5468633105996554,2.618754027764442,2.629377534760832
Elastic Net,Advanced,3,CTAS,7.646722822302019,7.840605912045574,8.130614560537419
Elastic Net,Advanced,3,CTSH,2.8361548099654583,2.873303638425023,2.879726236228325
Elastic Net,Advanced,3,CTVA,10.302286020207864,10.519623338824466,10.595995514515554
